table,column,dtype,bins,distinct_count
cast_info,movie_id,int,"[1.0, 9102.0, 21339.0, 30867.0, 44050.0, 54347.0, 64087.0, 71448.0, 79712.0, 91479.0, 103813.0, 116450.0, 129248.0, 137784.0, 148202.0, 158070.0, 169297.0, 180444.0, 190376.0, 200866.0, 212245.0, 223666.0, 233546.0, 248543.0, 259318.0, 276045.0, 288123.0, 296975.0, 304424.0, 312288.0, 323545.0, 334260.0, 344383.0, 355656.0, 367850.0, 373480.0, 384249.0, 393168.0, 401352.0, 413541.0, 430324.0, 441237.0, 452098.0, 463688.0, 471926.0, 481006.0, 490285.0, 499390.0, 509095.0, 520839.0, 532902.0, 543939.0, 550520.0, 558899.0, 571725.0, 581258.0, 591935.0, 602594.0, 611136.0, 622304.0, 631397.0, 640089.0, 653285.0, 666451.0, 679013.0, 692046.0, 702834.0, 715022.0, 726234.0, 740697.0, 753656.0, 763191.0, 769002.0, 778096.0, 788627.0, 800554.0, 813258.0, 821932.0, 830551.0, 839771.0, 848866.0, 858155.0, 869380.0, 878390.0, 884875.0, 893017.0, 900763.0, 909802.0, 921004.0, 930873.0, 943790.0, 954650.0, 963250.0, 974032.0, 985699.0, 994174.0, 1007721.0, 1016890.0, 1024663.0, 1034869.0, 1043131.0, 1051862.0, 1060589.0, 1069487.0, 1079630.0, 1089729.0, 1097517.0, 1105907.0, 1120051.0, 1128000.0, 1137072.0, 1146693.0, 1157990.0, 1168000.0, 1176770.0, 1186001.0, 1196504.0, 1205142.0, 1216474.0, 1230027.0, 1240104.0, 1252984.0, 1265261.0, 1275403.0, 1284336.0, 1291981.0, 1298928.0, 1311428.0, 1319319.0, 1327473.0, 1337261.0, 1347790.0, 1359326.0, 1370485.0, 1382619.0, 1395800.0, 1406026.0, 1417748.0, 1425112.0, 1435804.0, 1446705.0, 1454023.0, 1463896.0, 1475061.0, 1490688.0, 1501583.0, 1512972.0, 1524205.0, 1535563.0, 1542689.0, 1554405.0, 1565042.0, 1579516.0, 1589105.0, 1602996.0, 1614325.0, 1628344.0, 1637967.0, 1645631.0, 1656944.0, 1666860.0, 1676089.0, 1685747.0, 1694899.0, 1705272.0, 1714478.0, 1723621.0, 1733494.0, 1741604.0, 1750546.0, 1760179.0, 1769113.0, 1778624.0, 1787864.0, 1796790.0, 1805826.0, 1813850.0, 1823109.0, 1832067.0, 1841281.0, 1850129.0, 1859488.0, 1868875.0, 1878699.0, 1887575.0, 1897224.0, 1906424.0, 1915544.0, 1924669.0, 1933694.0, 1942441.0, 1952205.0, 1961392.0, 1970375.0, 1980486.0, 1990169.0, 1999423.0, 2008296.0, 2018282.0, 2027093.0, 2036639.0, 2046383.0, 2055542.0, 2065250.0, 2074223.0, 2083240.0, 2092155.0, 2101084.0, 2110230.0, 2119318.0, 2128399.0, 2137147.0, 2146769.0, 2155901.0, 2165099.0, 2175033.0, 2184470.0, 2194555.0, 2204345.0, 2214196.0, 2223362.0, 2233018.0, 2241919.0, 2250907.0, 2260248.0, 2269649.0, 2278866.0, 2287977.0, 2296708.0, 2305699.0, 2314044.0, 2322733.0, 2331624.0, 2341235.0, 2347524.0, 2356251.0, 2364730.0, 2373517.0, 2381708.0, 2389780.0, 2398546.0, 2407165.0, 2415720.0, 2424593.0, 2433356.0, 2442655.0, 2452044.0, 2461486.0, 2471126.0, 2480667.0, 2490103.0, 2499494.0, 2508222.0, 2517200.0, 2525975.0]",2209537
cast_info,person_role_id,int,"[1.0, 14.0, 53.0, 68.0, 163.0, 255.0, 335.0, 401.0, 436.0, 534.0, 628.0, 663.0, 817.0, 946.0, 1107.0, 1245.0, 1342.0, 1496.0, 1687.0, 1838.0, 2016.0, 2292.0, 2556.0, 2798.0, 3129.0, 3396.0, 3768.0, 4264.0, 4463.0, 4500.0, 5338.0, 5856.0, 6149.0, 6546.0, 7141.0, 7773.0, 8588.0, 9208.0, 10008.0, 10634.0, 11419.0, 12284.0, 13470.0, 14574.0, 15624.0, 16929.0, 18634.0, 20119.0, 20812.0, 22613.0, 24511.0, 26424.0, 28762.0, 31071.0, 33704.0, 36211.0, 38923.0, 41357.0, 44780.0, 47471.0, 51168.0, 54720.0, 56423.0, 60153.0, 62944.0, 67138.0, 71802.0, 76309.0, 81278.0, 86286.0, 92146.0, 98756.0, 105384.0, 112271.0, 120053.0, 127244.0, 135671.0, 141343.0, 150222.0, 159396.0, 167831.0, 176437.0, 185702.0, 196326.0, 205783.0, 215790.0, 227145.0, 240036.0, 251978.0, 264237.0, 270846.0, 277692.0, 291939.0, 303935.0, 317950.0, 331101.0, 344915.0, 360222.0, 374181.0, 387641.0, 399173.0, 410209.0, 422847.0, 441878.0, 461068.0, 477754.0, 495236.0, 511598.0, 529775.0, 547442.0, 566222.0, 583974.0, 600941.0, 620728.0, 640646.0, 661226.0, 682834.0, 698909.0, 722205.0, 740890.0, 760847.0, 782989.0, 803651.0, 824406.0, 845674.0, 867507.0, 889619.0, 904322.0, 928519.0, 953623.0, 976491.0, 1002111.0, 1027360.0, 1050562.0, 1075547.0, 1099044.0, 1124702.0, 1152106.0, 1178051.0, 1204170.0, 1232805.0, 1261931.0, 1287361.0, 1314359.0, 1343641.0, 1366717.0, 1394581.0, 1418852.0, 1443716.0, 1470544.0, 1499415.0, 1524766.0, 1550244.0, 1580121.0, 1607363.0, 1636744.0, 1666689.0, 1695446.0, 1724108.0, 1755737.0, 1779886.0, 1810724.0, 1842592.0, 1873515.0, 1905807.0, 1937487.0, 1967408.0, 2000617.0, 2024761.0, 2052803.0, 2087491.0, 2120429.0, 2151451.0, 2159659.0, 2165707.0, 2172418.0, 2179961.0, 2190145.0, 2200243.0, 2213407.0, 2226592.0, 2241173.0, 2257672.0, 2273451.0, 2289069.0, 2305813.0, 2321632.0, 2337955.0, 2357113.0, 2373445.0, 2393566.0, 2412536.0, 2432602.0, 2453403.0, 2473419.0, 2492973.0, 2512759.0, 2534235.0, 2555002.0, 2577687.0, 2599640.0, 2621665.0, 2643949.0, 2666100.0, 2689235.0, 2714356.0, 2736007.0, 2757842.0, 2781670.0, 2801830.0, 2825688.0, 2845604.0, 2867801.0, 2889873.0, 2914542.0, 2939778.0, 2962760.0, 2988606.0, 3012914.0, 3038559.0, 3063911.0, 3083877.0, 3112623.0, 3140339.0]",2868456
cast_info,note,string,[],713486
cast_info,nr_order,int,"[0.0, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 35.0, 36.0, 37.0, 39.0, 41.0, 44.0, 47.0, 51.0, 56.0, 65.0, 81.0, 100.0, 177.0, 1000.0, 1001.0, 2000.0, 1.115798165E9]",1098
cast_info,role_id,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0]",11
char_name,id,int,"[1.0, 12357.0, 24804.0, 37309.0, 49441.0, 61748.0, 74231.0, 86385.0, 98618.0, 111302.0, 123499.0, 136004.0, 148135.0, 160719.0, 173293.0, 185347.0, 197757.0, 210178.0, 222476.0, 234929.0, 247187.0, 259615.0, 271859.0, 284295.0, 296738.0, 309203.0, 321573.0, 333618.0, 346144.0, 358294.0, 370599.0, 383490.0, 395623.0, 407822.0, 420315.0, 432477.0, 445007.0, 457524.0, 469775.0, 482166.0, 494441.0, 506818.0, 519303.0, 531694.0, 543832.0, 556320.0, 568454.0, 581088.0, 593303.0, 605880.0, 618089.0, 630440.0, 642775.0, 655215.0, 667544.0, 679998.0, 692328.0, 704691.0, 717023.0, 729396.0, 741718.0, 754082.0, 766533.0, 778914.0, 791201.0, 803526.0, 815933.0, 828149.0, 840538.0, 853220.0, 865299.0, 877515.0, 890013.0, 902751.0, 914882.0, 927493.0, 939807.0, 951786.0, 964292.0, 976609.0, 989121.0, 1001542.0, 1014005.0, 1026103.0, 1038514.0, 1050877.0, 1063261.0, 1075540.0, 1088027.0, 1100127.0, 1112414.0, 1124904.0, 1137404.0, 1149519.0, 1161875.0, 1174446.0, 1186620.0, 1199046.0, 1211697.0, 1223818.0, 1236070.0, 1248822.0, 1260899.0, 1273350.0, 1285638.0, 1298169.0, 1310381.0, 1322721.0, 1335369.0, 1347676.0, 1359856.0, 1372081.0, 1384485.0, 1396979.0, 1409351.0, 1421799.0, 1433913.0, 1446302.0, 1458618.0, 1471093.0, 1483377.0, 1495918.0, 1508321.0, 1520649.0, 1532889.0, 1545168.0, 1557523.0, 1569987.0, 1582269.0, 1594697.0, 1607391.0, 1619749.0, 1631935.0, 1644409.0, 1656705.0, 1669164.0, 1681511.0, 1693618.0, 1705949.0, 1718516.0, 1730872.0, 1743248.0, 1755668.0, 1767865.0, 1780239.0, 1792803.0, 1804811.0, 1817212.0, 1829585.0, 1842030.0, 1854398.0, 1866912.0, 1879018.0, 1891714.0, 1903965.0, 1916053.0, 1928649.0, 1941045.0, 1953142.0, 1965610.0, 1977991.0, 1990433.0, 2002824.0, 2015146.0, 2027488.0, 2039775.0, 2052173.0, 2064697.0, 2077054.0, 2089212.0, 2102050.0, 2114367.0, 2126628.0, 2139053.0, 2151148.0, 2163707.0, 2175874.0, 2188254.0, 2200833.0, 2213089.0, 2225507.0, 2237893.0, 2250080.0, 2262424.0, 2274738.0, 2287327.0, 2299398.0, 2311784.0, 2324140.0, 2336518.0, 2348909.0, 2361307.0, 2373578.0, 2385967.0, 2398348.0, 2410729.0, 2423046.0, 2435431.0, 2447844.0, 2460147.0, 2472540.0, 2484935.0, 2497301.0, 2509731.0, 2521952.0, 2534463.0, 2546762.0, 2559054.0, 2571475.0, 2583826.0, 2596261.0, 2608691.0, 2621101.0, 2633473.0, 2645668.0, 2658380.0, 2670738.0, 2682582.0, 2695178.0, 2707336.0, 2719773.0, 2732056.0, 2744408.0, 2756794.0, 2769247.0, 2781490.0, 2793889.0, 2806596.0, 2818883.0, 2831138.0, 2843685.0, 2855950.0, 2868365.0, 2880785.0, 2893186.0, 2905354.0, 2917948.0, 2930040.0, 2942296.0, 2954616.0, 2967074.0, 2979597.0, 2991842.0, 3004228.0, 3016476.0, 3028997.0, 3041305.0, 3053837.0, 3065884.0, 3078465.0, 3090726.0, 3103322.0, 3115670.0, 3127726.0, 3140339.0]",2868456
char_name,name,string,[],3140339
char_name,imdb_index,string,[],6
char_name,imdb_id,int,[],0
char_name,name_pcode_nf,string,[],22449
char_name,surname_pcode,string,[],16594
char_name,md5sum,string,[],3140339
comp_cast_type,id,int,"[1.0, 2.0, 3.0, 4.0]",4
comp_cast_type,kind,string,[],4
company_name,id,int,"[1.0, 923.0, 1843.0, 2775.0, 3696.0, 4618.0, 5548.0, 6458.0, 7391.0, 8312.0, 9238.0, 10161.0, 11090.0, 12027.0, 12949.0, 13883.0, 14782.0, 15717.0, 16653.0, 17564.0, 18489.0, 19418.0, 20347.0, 21278.0, 22197.0, 23127.0, 24041.0, 24990.0, 25897.0, 26821.0, 27748.0, 28675.0, 29588.0, 30519.0, 31440.0, 32374.0, 33286.0, 34222.0, 35145.0, 36086.0, 36991.0, 37921.0, 38860.0, 39768.0, 40714.0, 41620.0, 42563.0, 43479.0, 44407.0, 45320.0, 46238.0, 47185.0, 48098.0, 49037.0, 49945.0, 50866.0, 51796.0, 52730.0, 53647.0, 54586.0, 55493.0, 56421.0, 57352.0, 58282.0, 59202.0, 60134.0, 61045.0, 61967.0, 62905.0, 63821.0, 64763.0, 65688.0, 66597.0, 67534.0, 68456.0, 69374.0, 70306.0, 71238.0, 72164.0, 73082.0, 74018.0, 74936.0, 75854.0, 76783.0, 77723.0, 78643.0, 79563.0, 80483.0, 81414.0, 82342.0, 83270.0, 84182.0, 85110.0, 86038.0, 86973.0, 87891.0, 88809.0, 89745.0, 90663.0, 91589.0, 92517.0, 93445.0, 94357.0, 95285.0, 96213.0, 97137.0, 98061.0, 98985.0, 99909.0, 100853.0, 101768.0, 102691.0, 103621.0, 104528.0, 105450.0, 106393.0, 107330.0, 108244.0, 109174.0, 110102.0, 111024.0, 111940.0, 112877.0, 113788.0, 114702.0, 115636.0, 116566.0, 117485.0, 118420.0, 119332.0, 120270.0, 121178.0, 122121.0, 123045.0, 123963.0, 124894.0, 125827.0, 126750.0, 127671.0, 128597.0, 129518.0, 130441.0, 131360.0, 132288.0, 133226.0, 134140.0, 135060.0, 135989.0, 136918.0, 137847.0, 138758.0, 139683.0, 140620.0, 141542.0, 142468.0, 143389.0, 144310.0, 145253.0, 146169.0, 147096.0, 148013.0, 148948.0, 149863.0, 150787.0, 151711.0, 152634.0, 153571.0, 154505.0, 155426.0, 156337.0, 157276.0, 158188.0, 159127.0, 160039.0, 160966.0, 161904.0, 162825.0, 163740.0, 164676.0, 165596.0, 166513.0, 167453.0, 168369.0, 169288.0, 170212.0, 171138.0, 172077.0, 173007.0, 173931.0, 174850.0, 175776.0, 176698.0, 177617.0, 178557.0, 179473.0, 180399.0, 181317.0, 182249.0, 183179.0, 184099.0, 185026.0, 185945.0, 186871.0, 187804.0, 188728.0, 189644.0, 190573.0, 191496.0, 192425.0, 193347.0, 194276.0, 195192.0, 196127.0, 197055.0, 197981.0, 198894.0, 199826.0, 200756.0, 201677.0, 202627.0, 203537.0, 204451.0, 205386.0, 206296.0, 207229.0, 208166.0, 209073.0, 210014.0, 210948.0, 211853.0, 212771.0, 213706.0, 214623.0, 215550.0, 216481.0, 217430.0, 218337.0, 219264.0, 220175.0, 221106.0, 222031.0, 222950.0, 223872.0, 224803.0, 225732.0, 226663.0, 227580.0, 228519.0, 229427.0, 230350.0, 231275.0, 232212.0, 233137.0, 234071.0, 234997.0]",234997
company_name,name,string,[],220829
company_name,country_code,string,[],223
company_name,imdb_id,int,[],0
company_name,name_pcode_nf,string,[],18248
company_name,name_pcode_sf,string,[],16999
company_name,md5sum,string,[],227036
company_type,id,int,"[1.0, 2.0, 3.0, 4.0]",4
company_type,kind,string,[],4
complete_cast,id,int,"[1.0, 532.0, 1054.0, 1594.0, 2116.0, 2656.0, 3178.0, 3718.0, 4258.0, 4780.0, 5316.0, 5844.0, 6372.0, 6900.0, 7444.0, 7972.0, 8500.0, 9028.0, 9572.0, 10101.0, 10633.0, 11165.0, 11697.0, 12229.0, 12761.0, 13293.0, 13825.0, 14357.0, 14889.0, 15420.0, 15948.0, 16476.0, 17028.0, 17556.0, 18084.0, 18612.0, 19140.0, 19668.0, 20198.0, 20738.0, 21263.0, 21803.0, 22328.0, 22868.0, 23393.0, 23933.0, 24458.0, 24983.0, 25526.0, 26054.0, 26582.0, 27110.0, 27650.0, 28178.0, 28706.0, 29246.0, 29774.0, 30301.0, 30841.0, 31369.0, 31897.0, 32437.0, 32965.0, 33493.0, 34033.0, 34561.0, 35089.0, 35629.0, 36157.0, 36685.0, 37225.0, 37753.0, 38281.0, 38821.0, 39349.0, 39877.0, 40415.0, 40943.0, 41471.0, 42010.0, 42538.0, 43066.0, 43605.0, 44133.0, 44661.0, 45201.0, 45731.0, 46261.0, 46791.0, 47321.0, 47861.0, 48391.0, 48921.0, 49451.0, 49981.0, 50514.0, 51045.0, 51576.0, 52107.0, 52638.0, 53178.0, 53709.0, 54240.0, 54771.0, 55308.0, 55836.0, 56364.0, 56908.0, 57436.0, 57964.0, 58492.0, 59020.0, 59564.0, 60094.0, 60626.0, 61158.0, 61690.0, 62222.0, 62754.0, 63286.0, 63818.0, 64350.0, 64882.0, 65402.0, 65942.0, 66470.0, 66998.0, 67538.0, 68066.0, 68594.0, 69134.0, 69662.0, 70198.0, 70728.0, 71258.0, 71788.0, 72318.0, 72848.0, 73388.0, 73918.0, 74448.0, 74978.0, 75510.0, 76050.0, 76578.0, 77106.0, 77634.0, 78174.0, 78702.0, 79230.0, 79770.0, 80295.0, 80826.0, 81357.0, 81897.0, 82428.0, 82959.0, 83490.0, 84021.0, 84552.0, 85083.0, 85613.0, 86153.0, 86683.0, 87213.0, 87743.0, 88273.0, 88803.0, 89343.0, 89873.0, 90398.0, 90938.0, 91469.0, 92000.0, 92531.0, 93062.0, 93593.0, 94124.0, 94655.0, 95189.0, 95717.0, 96253.0, 96781.0, 97317.0, 97845.0, 98381.0, 98909.0, 99445.0, 99973.0, 100507.0, 101039.0, 101571.0, 102103.0, 102635.0, 103167.0, 103699.0, 104231.0, 104763.0, 105294.0, 105822.0, 106356.0, 106890.0, 107418.0, 107952.0, 108486.0, 109014.0, 109548.0, 110078.0, 110608.0, 111143.0, 111673.0, 112208.0, 112738.0, 113268.0, 113803.0, 114333.0, 114863.0, 115398.0, 115926.0, 116458.0, 116990.0, 117522.0, 118054.0, 118586.0, 119118.0, 119650.0, 120181.0, 120715.0, 121246.0, 121777.0, 122308.0, 122842.0, 123373.0, 123904.0, 124438.0, 124969.0, 125499.0, 126031.0, 126563.0, 127095.0, 127627.0, 128159.0, 128691.0, 129223.0, 129755.0, 130286.0, 130818.0, 131350.0, 131881.0, 132413.0, 132945.0, 133477.0, 134009.0, 134541.0, 135086.0]",131728
complete_cast,movie_id,int,"[285.0, 11233.0, 29102.0, 51417.0, 52935.0, 59877.0, 97457.0, 119009.0, 130288.0, 145307.0, 172005.0, 183375.0, 197327.0, 211145.0, 212699.0, 228400.0, 239627.0, 260645.0, 291518.0, 307716.0, 336453.0, 342059.0, 353780.0, 368988.0, 371230.0, 373914.0, 389332.0, 399709.0, 400276.0, 400828.0, 401292.0, 401565.0, 428789.0, 431926.0, 432508.0, 465151.0, 476880.0, 490739.0, 498562.0, 522901.0, 548745.0, 565643.0, 571357.0, 571958.0, 582104.0, 588018.0, 592298.0, 607459.0, 631390.0, 663062.0, 681380.0, 709941.0, 729203.0, 753958.0, 763188.0, 765054.0, 773894.0, 789071.0, 820848.0, 842328.0, 851806.0, 861979.0, 875059.0, 880228.0, 898105.0, 915100.0, 929361.0, 931913.0, 948853.0, 973927.0, 1007861.0, 1020344.0, 1042674.0, 1054932.0, 1067725.0, 1079370.0, 1094146.0, 1100933.0, 1127360.0, 1137832.0, 1145621.0, 1164125.0, 1184012.0, 1196934.0, 1218856.0, 1249809.0, 1270773.0, 1271872.0, 1278789.0, 1285685.0, 1286250.0, 1287125.0, 1294838.0, 1304606.0, 1316455.0, 1325481.0, 1334268.0, 1339097.0, 1348532.0, 1359368.0, 1368796.0, 1392406.0, 1401703.0, 1408900.0, 1423016.0, 1432374.0, 1437000.0, 1446705.0, 1451046.0, 1471059.0, 1491298.0, 1511852.0, 1530430.0, 1555053.0, 1560777.0, 1581267.0, 1587348.0, 1601179.0, 1624551.0, 1636908.0, 1645818.0, 1652776.0, 1659873.0, 1666984.0, 1675174.0, 1682741.0, 1690399.0, 1697806.0, 1707119.0, 1714004.0, 1719771.0, 1726664.0, 1733754.0, 1738536.0, 1744110.0, 1749689.0, 1755705.0, 1760571.0, 1765510.0, 1771980.0, 1780137.0, 1788045.0, 1793691.0, 1801862.0, 1808095.0, 1813993.0, 1821156.0, 1828203.0, 1836682.0, 1843013.0, 1849013.0, 1857649.0, 1867164.0, 1876017.0, 1883999.0, 1891926.0, 1897791.0, 1903794.0, 1911506.0, 1919002.0, 1925127.0, 1932150.0, 1939032.0, 1945173.0, 1952455.0, 1958612.0, 1965550.0, 1972082.0, 1980823.0, 1988926.0, 1995757.0, 2003831.0, 2013215.0, 2021606.0, 2030857.0, 2037074.0, 2044355.0, 2051244.0, 2057558.0, 2064069.0, 2070876.0, 2077681.0, 2085833.0, 2093222.0, 2099818.0, 2107002.0, 2114473.0, 2121858.0, 2129740.0, 2136016.0, 2142821.0, 2152687.0, 2159770.0, 2169326.0, 2176521.0, 2184656.0, 2193557.0, 2201056.0, 2209327.0, 2215907.0, 2223798.0, 2231706.0, 2239850.0, 2245949.0, 2251458.0, 2259173.0, 2267293.0, 2275843.0, 2283109.0, 2290509.0, 2295974.0, 2301756.0, 2309285.0, 2315186.0, 2321627.0, 2328192.0, 2336296.0, 2343250.0, 2347515.0, 2351157.0, 2355173.0, 2359965.0, 2364752.0, 2369903.0, 2374141.0, 2378306.0, 2382742.0, 2387038.0, 2391485.0, 2395855.0, 2400428.0, 2405102.0, 2409957.0, 2414116.0, 2418858.0, 2423221.0, 2427959.0, 2433222.0, 2440725.0, 2447258.0, 2455217.0, 2462746.0, 2469797.0, 2478902.0, 2487627.0, 2494036.0, 2500465.0, 2505975.0, 2517335.0, 2525342.0, 2526773.0, 2527168.0, 2527541.0, 2527916.0, 2528312.0]",89080
complete_cast,subject_id,int,"[1.0, 2.0]",2
complete_cast,status_id,int,"[3.0, 4.0]",2
info_type,id,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 43.0, 44.0, 45.0, 46.0, 47.0, 48.0, 49.0, 50.0, 51.0, 52.0, 53.0, 54.0, 55.0, 56.0, 57.0, 58.0, 59.0, 60.0, 61.0, 62.0, 63.0, 64.0, 65.0, 66.0, 67.0, 68.0, 69.0, 70.0, 71.0, 72.0, 73.0, 74.0, 75.0, 76.0, 77.0, 78.0, 79.0, 80.0, 81.0, 82.0, 83.0, 84.0, 85.0, 86.0, 87.0, 88.0, 89.0, 90.0, 91.0, 92.0, 93.0, 94.0, 95.0, 96.0, 97.0, 98.0, 99.0, 100.0, 101.0, 102.0, 103.0, 104.0, 105.0, 106.0, 107.0, 108.0, 109.0, 110.0, 111.0, 112.0, 113.0]",113
info_type,info,string,[],113
keyword,id,int,"[1.0, 532.0, 1054.0, 1576.0, 2116.0, 2638.0, 3160.0, 3700.0, 4222.0, 4744.0, 5284.0, 5812.0, 6340.0, 6868.0, 7396.0, 7924.0, 8452.0, 8980.0, 9508.0, 10031.0, 10563.0, 11081.0, 11613.0, 12145.0, 12677.0, 13195.0, 13727.0, 14259.0, 14791.0, 15312.0, 15840.0, 16368.0, 16896.0, 17424.0, 17952.0, 18480.0, 19008.0, 19536.0, 20063.0, 20588.0, 21128.0, 21653.0, 22178.0, 22703.0, 23243.0, 23768.0, 24293.0, 24818.0, 25346.0, 25874.0, 26402.0, 26930.0, 27458.0, 27986.0, 28514.0, 29042.0, 29570.0, 30097.0, 30625.0, 31153.0, 31681.0, 32209.0, 32749.0, 33277.0, 33805.0, 34333.0, 34861.0, 35389.0, 35917.0, 36445.0, 36973.0, 37501.0, 38029.0, 38557.0, 39085.0, 39613.0, 40140.0, 40668.0, 41196.0, 41724.0, 42252.0, 42780.0, 43308.0, 43836.0, 44364.0, 44892.0, 45421.0, 45951.0, 46481.0, 47001.0, 47531.0, 48061.0, 48591.0, 49121.0, 49641.0, 50179.0, 50710.0, 51241.0, 51763.0, 52294.0, 52825.0, 53347.0, 53878.0, 54402.0, 54924.0, 55452.0, 55980.0, 56508.0, 57036.0, 57564.0, 58100.0, 58628.0, 59156.0, 59684.0, 60213.0, 60745.0, 61263.0, 61795.0, 62327.0, 62859.0, 63377.0, 63909.0, 64441.0, 64973.0, 65492.0, 66020.0, 66548.0, 67076.0, 67604.0, 68132.0, 68660.0, 69188.0, 69716.0, 70243.0, 70773.0, 71303.0, 71833.0, 72363.0, 72883.0, 73413.0, 73943.0, 74473.0, 75002.0, 75530.0, 76058.0, 76586.0, 77114.0, 77642.0, 78170.0, 78698.0, 79226.0, 79754.0, 80280.0, 80811.0, 81342.0, 81864.0, 82395.0, 82926.0, 83448.0, 83979.0, 84510.0, 85035.0, 85563.0, 86091.0, 86619.0, 87147.0, 87675.0, 88203.0, 88731.0, 89259.0, 89787.0, 90315.0, 90843.0, 91371.0, 91899.0, 92427.0, 92963.0, 93491.0, 94019.0, 94547.0, 95072.0, 95597.0, 96129.0, 96654.0, 97186.0, 97711.0, 98243.0, 98768.0, 99300.0, 99825.0, 100369.0, 100897.0, 101425.0, 101959.0, 102487.0, 103015.0, 103543.0, 104071.0, 104599.0, 105125.0, 105655.0, 106180.0, 106710.0, 107240.0, 107765.0, 108295.0, 108803.0, 109333.0, 109863.0, 110390.0, 110918.0, 111446.0, 111974.0, 112502.0, 113030.0, 113558.0, 114086.0, 114614.0, 115142.0, 115670.0, 116198.0, 116726.0, 117254.0, 117782.0, 118313.0, 118841.0, 119369.0, 119897.0, 120425.0, 120953.0, 121481.0, 122009.0, 122537.0, 123065.0, 123593.0, 124121.0, 124649.0, 125178.0, 125706.0, 126234.0, 126762.0, 127291.0, 127819.0, 128347.0, 128875.0, 129403.0, 129932.0, 130460.0, 130988.0, 131516.0, 132045.0, 132573.0, 133101.0, 133629.0, 134170.0]",129542
keyword,keyword,string,[],134170
keyword,phonetic_code,string,[],14395
kind_type,id,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0]",7
kind_type,kind,string,[],7
link_type,id,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",18
link_type,link,string,[],18
